,tweet_created_at,id_str,entity_user_mentions,con_id_str_list,con_id_str_list1,con_id_str_list2,full_conversation_ids,airline_contain_con,airline_contain_con_time,airline_reply_time,56377143
2551,2019-08-01 02:38:51,1.156756147237458e+18,"('KLM', '56377143')",['1.156756147237458e+18'],['1.1567595363525837e+18'],[],"['1.156756147237458e+18', '1.1567595363525837e+18']",['1.1567595363525837e+18'],['2019-08-01 02:52:19'],2019-08-01 02:52:19,13.466666666666667
2553,2019-08-01 07:44:45,1.1568331301473976e+18,"('KLM', '56377143')",['1.1568331301473976e+18'],['1.1568420375656735e+18'],[],"['1.1568331301473976e+18', '1.1568420375656735e+18']",['1.1568420375656735e+18'],['2019-08-01 08:20:09'],2019-08-01 08:20:09,35.4
2554,2019-08-01 08:18:47,1.1568416946812805e+18,"('KLM', '56377143')",['1.1568416946812805e+18'],['1.1568465944421048e+18'],[],"['1.1568416946812805e+18', '1.1568465944421048e+18']",['1.1568465944421048e+18'],['2019-08-01 08:38:15'],2019-08-01 08:38:15,19.466666666666665
2555,2019-08-01 08:30:29,1.1568446366122885e+18,"('KLM', '56377143')",['1.1568446366122885e+18'],['1.1568483436975145e+18'],[],"['1.1568446366122885e+18', '1.1568483436975145e+18']",['1.1568483436975145e+18'],['2019-08-01 08:45:12'],2019-08-01 08:45:12,14.716666666666667
2556,2019-08-01 10:01:30,1.1568675412450714e+18,"('KLM', '56377143')",['1.1568675412450714e+18'],['1.1568720216928993e+18'],[],"['1.1568675412450714e+18', '1.1568720216928993e+18']",['1.1568720216928993e+18'],['2019-08-01 10:19:18'],2019-08-01 10:19:18,17.8
2560,2019-08-01 11:33:02,1.1568905803262116e+18,"('KLM', '56377143')",['1.1568905803262116e+18'],['1.1568945722215178e+18'],[],"['1.1568905803262116e+18', '1.1568945722215178e+18']",['1.1568945722215178e+18'],['2019-08-01 11:48:54'],2019-08-01 11:48:54,15.866666666666669
2561,2019-08-01 11:39:06,1.156892106167935e+18,"('KLM', '56377143')",['1.156892106167935e+18'],['1.1568954296924692e+18'],[],"['1.156892106167935e+18', '1.1568954296924692e+18']",['1.1568954296924692e+18'],['2019-08-01 11:52:19'],2019-08-01 11:52:19,13.216666666666667
2562,2019-08-01 11:57:29,1.15689673335765e+18,"('KLM', '56377143')",['1.15689673335765e+18'],['1.1569088893398098e+18'],[],"['1.15689673335765e+18', '1.1569088893398098e+18']",['1.1569088893398098e+18'],['2019-08-01 12:45:48'],2019-08-01 12:45:48,48.31666666666667
2563,2019-08-01 13:15:22,1.156916330660094e+18,"('KLM', '56377143')",['1.156916330660094e+18'],['1.156922501458477e+18'],[],"['1.156916330660094e+18', '1.156922501458477e+18']",['1.156922501458477e+18'],['2019-08-01 13:39:53'],2019-08-01 13:39:53,24.516666666666666
2565,2019-08-01 14:02:56,1.1569283015853056e+18,"('KLM', '56377143')",['1.1569283015853056e+18'],"['1.1569383982900756e+18', '1.1569387258904494e+18']",[],"['1.1569283015853056e+18', '1.1569383982900756e+18', '1.1569387258904494e+18']","['1.1569383982900756e+18', '1.1569387258904494e+18']","['2019-08-01 14:43:03', '2019-08-01 14:44:21']",2019-08-01 14:43:03,40.11666666666667
2566,2019-08-01 14:31:01,1.1569353709840466e+18,"('KLM', '56377143')",['1.1569353709840466e+18'],['1.1569405182632755e+18'],[],"['1.1569353709840466e+18', '1.1569405182632755e+18']",['1.1569405182632755e+18'],['2019-08-01 14:51:29'],2019-08-01 14:51:29,20.466666666666665
2567,2019-08-01 14:32:28,1.156935735884374e+18,"('KLM', '56377143')",['1.156935735884374e+18'],['1.1569424907312538e+18'],[],"['1.156935735884374e+18', '1.1569424907312538e+18']",['1.1569424907312538e+18'],['2019-08-01 14:59:19'],2019-08-01 14:59:19,26.85
2571,2019-08-01 15:15:32,1.156946570614575e+18,"('KLM', '56377143')",['1.156946570614575e+18'],['1.1569532181334835e+18'],[],"['1.156946570614575e+18', '1.1569532181334835e+18']",['1.1569532181334835e+18'],['2019-08-01 15:41:57'],2019-08-01 15:41:57,26.416666666666668
2572,2019-08-01 15:21:54,1.1569481752253358e+18,"('KLM', '56377143')",['1.1569481752253358e+18'],['1.1569510661870428e+18'],[],"['1.1569481752253358e+18', '1.1569510661870428e+18']",['1.1569510661870428e+18'],['2019-08-01 15:33:23'],2019-08-01 15:33:23,11.483333333333333
2573,2019-08-01 15:22:19,1.1569482774153708e+18,"('KLM', '56377143')",['1.1569482774153708e+18'],['1.1569546992093307e+18'],[],"['1.1569482774153708e+18', '1.1569546992093307e+18']",['1.1569546992093307e+18'],['2019-08-01 15:47:50'],2019-08-01 15:47:50,25.516666666666666
2574,2019-08-01 15:29:27,1.1569500759497032e+18,"('KLM', '56377143')",['1.1569500759497032e+18'],['1.1569520894211113e+18'],[],"['1.1569500759497032e+18', '1.1569520894211113e+18']",['1.1569520894211113e+18'],['2019-08-01 15:37:27'],2019-08-01 15:37:27,8.000000000000002
2576,2019-08-01 17:47:20,1.1569847726500454e+18,"('KLM', '56377143')",['1.1569847726500454e+18'],['1.1569862059527823e+18'],[],"['1.1569847726500454e+18', '1.1569862059527823e+18']",['1.1569862059527823e+18'],['2019-08-01 17:53:01'],2019-08-01 17:53:01,5.683333333333334
2577,2019-08-01 18:01:20,1.1569882954585416e+18,"('KLM', '56377143')",['1.1569882954585416e+18'],['1.1569914297822495e+18'],[],"['1.1569882954585416e+18', '1.1569914297822495e+18']",['1.1569914297822495e+18'],['2019-08-01 18:13:47'],2019-08-01 18:13:47,12.45
2579,2019-08-01 19:16:17,1.1570071607081288e+18,"('KLM', '56377143')",['1.1570071607081288e+18'],['1.1570084167176233e+18'],[],"['1.1570071607081288e+18', '1.1570084167176233e+18']",['1.1570084167176233e+18'],['2019-08-01 19:21:17'],2019-08-01 19:21:17,5.0
2581,2019-08-01 21:43:33,1.1570442206471496e+18,"('KLM', '56377143')",['1.1570442206471496e+18'],['1.157047228730622e+18'],[],"['1.1570442206471496e+18', '1.157047228730622e+18']",['1.157047228730622e+18'],['2019-08-01 21:55:30'],2019-08-01 21:55:30,11.95
2582,2019-08-01 22:08:47,1.1570505719936e+18,"('KLM', '56377143')",['1.1570505719936e+18'],"['1.1570532097452073e+18', '1.157053281459495e+18']",[],"['1.1570505719936e+18', '1.1570532097452073e+18', '1.157053281459495e+18']","['1.1570532097452073e+18', '1.157053281459495e+18']","['2019-08-01 22:19:16', '2019-08-01 22:19:33']",2019-08-01 22:19:16,10.483333333333333
2584,2019-08-02 00:11:33,1.157081463805948e+18,"('KLM', '56377143')",['1.157081463805948e+18'],['1.157093212349227e+18'],[],"['1.157081463805948e+18', '1.157093212349227e+18']",['1.157093212349227e+18'],['2019-08-02 00:58:14'],2019-08-02 00:58:14,46.68333333333333
2586,2019-08-02 05:26:57,1.1571608383916892e+18,"('KLM', '56377143')",['1.1571608383916892e+18'],['1.1571670032678175e+18'],[],"['1.1571608383916892e+18', '1.1571670032678175e+18']",['1.1571670032678175e+18'],['2019-08-02 05:51:27'],2019-08-02 05:51:27,24.5
2587,2019-08-02 06:18:43,1.157173864151036e+18,"('KLM', '56377143')",['1.157173864151036e+18'],['1.1571761540145684e+18'],[],"['1.157173864151036e+18', '1.1571761540145684e+18']",['1.1571761540145684e+18'],['2019-08-02 06:27:49'],2019-08-02 06:27:49,9.1
2591,2019-08-02 08:16:09,1.157203419486151e+18,"('KLM', '56377143')",['1.1572034194861507e+18'],"['1.1572071901654344e+18', '1.1572072540195758e+18']",[],"['1.1572034194861507e+18', '1.1572071901654344e+18', '1.1572072540195758e+18']","['1.1572071901654344e+18', '1.1572072540195758e+18']","['2019-08-02 08:31:08', '2019-08-02 08:31:23']",2019-08-02 08:31:08,14.983333333333333
2592,2019-08-02 08:40:32,1.1572095561472328e+18,"('KLM', '56377143')",['1.1572095561472328e+18'],['1.1572133663074468e+18'],[],"['1.1572095561472328e+18', '1.1572133663074468e+18']",['1.1572133663074468e+18'],['2019-08-02 08:55:41'],2019-08-02 08:55:41,15.15
2593,2019-08-02 08:55:55,1.1572134276827423e+18,"('KLM', '56377143')",['1.1572134276827423e+18'],['1.157218115299795e+18'],[],"['1.1572134276827423e+18', '1.157218115299795e+18']",['1.157218115299795e+18'],['2019-08-02 09:14:33'],2019-08-02 09:14:33,18.633333333333333
2595,2019-08-02 09:11:32,1.1572173560049582e+18,"('KLM', '56377143')",['1.1572173560049582e+18'],"['1.157224271728599e+18', '1.1572243509715476e+18']",[],"['1.1572173560049582e+18', '1.157224271728599e+18', '1.1572243509715476e+18']","['1.157224271728599e+18', '1.1572243509715476e+18']","['2019-08-02 09:39:01', '2019-08-02 09:39:20']",2019-08-02 09:39:01,27.483333333333334
2596,2019-08-02 09:34:34,1.157223152491139e+18,"('KLM', '56377143')",['1.157223152491139e+18'],['1.1572285488029082e+18'],[],"['1.157223152491139e+18', '1.1572285488029082e+18']",['1.1572285488029082e+18'],['2019-08-02 09:56:00'],2019-08-02 09:56:00,21.433333333333334
2597,2019-08-02 10:45:05,1.1572408973204357e+18,"('KLM_UK', '19401532'),('KLM', '56377143'),('KLM_US', '108312174'),('AirFranceKLM', '3044797241')",['1.1572408973204357e+18'],['1.1572465630240154e+18'],[],"['1.1572408973204357e+18', '1.1572465630240154e+18']",['1.1572465630240154e+18'],['2019-08-02 11:07:35'],2019-08-02 11:07:35,22.5
2598,2019-08-02 11:30:26,1.1572523106843607e+18,"('KLM', '56377143')",['1.1572523106843607e+18'],['1.1572548370100756e+18'],[],"['1.1572523106843607e+18', '1.1572548370100756e+18']",['1.1572548370100756e+18'],['2019-08-02 11:40:28'],2019-08-02 11:40:28,10.033333333333333
2599,2019-08-02 11:34:05,1.1572532319757765e+18,"('KLM', '56377143')",['1.1572532319757763e+18'],['1.1572575871481733e+18'],[],"['1.1572532319757763e+18', '1.1572575871481733e+18']",['1.1572575871481733e+18'],['2019-08-02 11:51:24'],2019-08-02 11:51:24,17.316666666666666
2600,2019-08-02 11:53:17,1.1572580641286144e+18,"('KLM', '56377143')",['1.1572580641286144e+18'],"['1.1572674665418342e+18', '1.1572675551968215e+18', '1.1572676322461532e+18', '1.157267688579838e+18']",[],"['1.1572580641286144e+18', '1.1572674665418342e+18', '1.1572675551968215e+18', '1.1572676322461532e+18', '1.157267688579838e+18']","['1.1572674665418342e+18', '1.157267688579838e+18', '1.1572675551968215e+18', '1.1572676322461532e+18']","['2019-08-02 12:30:39', '2019-08-02 12:31:32', '2019-08-02 12:31:00', '2019-08-02 12:31:19']",2019-08-02 12:30:39,37.36666666666667
2601,2019-08-02 13:30:15,1.157282463233839e+18,"('KLM', '56377143')",['1.157282463233839e+18'],['1.1572840327004529e+18'],[],"['1.157282463233839e+18', '1.1572840327004529e+18']",['1.1572840327004529e+18'],['2019-08-02 13:36:29'],2019-08-02 13:36:29,6.233333333333333
2602,2019-08-02 14:07:42,1.1572918912616817e+18,"('KLM', '56377143')",['1.1572918912616817e+18'],['1.157294605106385e+18'],[],"['1.1572918912616817e+18', '1.157294605106385e+18']",['1.157294605106385e+18'],['2019-08-02 14:18:30'],2019-08-02 14:18:30,10.8
2604,2019-08-02 14:38:12,1.1572995666827387e+18,"('KLM', '56377143')",['1.1572995666827387e+18'],['1.1573025817456558e+18'],[],"['1.1572995666827387e+18', '1.1573025817456558e+18']",['1.1573025817456558e+18'],['2019-08-02 14:50:11'],2019-08-02 14:50:11,11.983333333333333
2605,2019-08-02 15:08:22,1.157307155969663e+18,"('KLM', '56377143')",['1.157307155969663e+18'],['1.157309686431064e+18'],[],"['1.157307155969663e+18', '1.157309686431064e+18']",['1.157309686431064e+18'],['2019-08-02 15:18:25'],2019-08-02 15:18:25,10.05
2606,2019-08-02 15:18:26,1.1573096883770368e+18,"('KLM', '56377143')",['1.1573096883770368e+18'],['1.1573147479912858e+18'],[],"['1.1573096883770368e+18', '1.1573147479912858e+18']",['1.1573147479912858e+18'],['2019-08-02 15:38:32'],2019-08-02 15:38:32,20.1
2607,2019-08-02 15:34:35,1.157313754394169e+18,"('KLM', '56377143')",['1.1573137543941693e+18'],['1.157317259360166e+18'],[],"['1.1573137543941693e+18', '1.157317259360166e+18']",['1.157317259360166e+18'],['2019-08-02 15:48:31'],2019-08-02 15:48:31,13.933333333333334
2608,2019-08-02 15:50:17,1.157317706187772e+18,"('KLM', '56377143')",['1.157317706187772e+18'],['1.1573205834719478e+18'],[],"['1.157317706187772e+18', '1.1573205834719478e+18']",['1.1573205834719478e+18'],['2019-08-02 16:01:43'],2019-08-02 16:01:43,11.433333333333334
2609,2019-08-02 16:10:57,1.1573229045325947e+18,"('KLM', '56377143')",['1.1573229045325947e+18'],['1.1573246281357312e+18'],[],"['1.1573229045325947e+18', '1.1573246281357312e+18']",['1.1573246281357312e+18'],['2019-08-02 16:17:48'],2019-08-02 16:17:48,6.85
2610,2019-08-02 17:24:44,1.157341472443818e+18,"('KLM', '56377143')",['1.157341472443818e+18'],['1.157343331254448e+18'],[],"['1.157341472443818e+18', '1.157343331254448e+18']",['1.157343331254448e+18'],['2019-08-02 17:32:07'],2019-08-02 17:32:07,7.383333333333334
2611,2019-08-02 17:58:01,1.157349852059177e+18,"('KLM', '56377143')",['1.157349852059177e+18'],['1.1573517900248064e+18'],[],"['1.157349852059177e+18', '1.1573517900248064e+18']",['1.1573517900248064e+18'],['2019-08-02 18:05:43'],2019-08-02 18:05:43,7.700000000000001
2612,2019-08-02 18:01:38,1.1573507606460948e+18,"('KLM', '56377143')",['1.1573507606460948e+18'],['1.157352595968725e+18'],[],"['1.1573507606460948e+18', '1.157352595968725e+18']",['1.157352595968725e+18'],['2019-08-02 18:08:56'],2019-08-02 18:08:56,7.3
2615,2019-08-02 21:08:25,1.1573977663326986e+18,"('KLM_UK', '19401532'),('KLM', '56377143')",['1.1573977663326986e+18'],['1.157405059086508e+18'],[],"['1.1573977663326986e+18', '1.157405059086508e+18']",['1.157405059086508e+18'],['2019-08-02 21:37:24'],2019-08-02 21:37:24,28.983333333333334
2617,2019-08-02 23:40:32,1.1574360463232492e+18,"('KLM', '56377143'),('ceairlines', '243931665')",['1.1574360463232492e+18'],['1.1574388761784074e+18'],[],"['1.1574360463232492e+18', '1.1574388761784074e+18']",['1.1574388761784074e+18'],['2019-08-02 23:51:46'],2019-08-02 23:51:46,11.233333333333333
2618,2019-08-03 00:51:22,1.157453872148996e+18,"('KLM', '56377143')",['1.157453872148996e+18'],['1.1574560710422405e+18'],[],"['1.157453872148996e+18', '1.1574560710422405e+18']",['1.1574560710422405e+18'],['2019-08-03 01:00:06'],2019-08-03 01:00:06,8.733333333333333
2619,2019-08-03 01:17:15,1.1574603891075727e+18,"('KLM', '56377143')",['1.1574603891075727e+18'],['1.1574657415176274e+18'],[],"['1.1574603891075727e+18', '1.1574657415176274e+18']",['1.1574657415176274e+18'],['2019-08-03 01:38:32'],2019-08-03 01:38:32,21.283333333333335
2621,2019-08-03 06:15:01,1.15753532086426e+18,"('Flughafen_NUE', '86073651'),('KLM', '56377143')",['1.15753532086426e+18'],['1.1575393798602015e+18'],[],"['1.15753532086426e+18', '1.1575393798602015e+18']",['1.1575393798602015e+18'],['2019-08-03 06:31:08'],2019-08-03 06:31:08,16.116666666666667
2622,2019-08-03 06:17:55,1.1575360534415729e+18,"('KLM', '56377143')",['1.1575360534415729e+18'],['1.157540802257703e+18'],[],"['1.1575360534415729e+18', '1.157540802257703e+18']",['1.157540802257703e+18'],['2019-08-03 06:36:47'],2019-08-03 06:36:47,18.866666666666667
2623,2019-08-03 06:35:01,1.1575403557698847e+18,"('KLM', '56377143')",['1.1575403557698847e+18'],['1.1575435219157402e+18'],[],"['1.1575403557698847e+18', '1.1575435219157402e+18']",['1.1575435219157402e+18'],['2019-08-03 06:47:36'],2019-08-03 06:47:36,12.583333333333334
2626,2019-08-03 07:27:39,1.157553600752771e+18,"('KLM', '56377143')",['1.157553600752771e+18'],['1.1575556282918912e+18'],[],"['1.157553600752771e+18', '1.1575556282918912e+18']",['1.1575556282918912e+18'],['2019-08-03 07:35:42'],2019-08-03 07:35:42,8.05
2627,2019-08-03 07:53:17,1.157560053685207e+18,"('KLM', '56377143')",['1.157560053685207e+18'],['1.1575639523747144e+18'],[],"['1.157560053685207e+18', '1.1575639523747144e+18']",['1.1575639523747144e+18'],['2019-08-03 08:08:47'],2019-08-03 08:08:47,15.500000000000002
2628,2019-08-03 09:31:02,1.1575846496249364e+18,"('KLM', '56377143')",['1.1575846496249364e+18'],['1.1575875047044997e+18'],[],"['1.1575846496249364e+18', '1.1575875047044997e+18']",['1.1575875047044997e+18'],['2019-08-03 09:42:22'],2019-08-03 09:42:22,11.333333333333334
2629,2019-08-03 10:15:16,1.1575957836188017e+18,"('KLM', '56377143')",['1.1575957836188017e+18'],['1.1575977665431183e+18'],[],"['1.1575957836188017e+18', '1.1575977665431183e+18']",['1.1575977665431183e+18'],['2019-08-03 10:23:09'],2019-08-03 10:23:09,7.883333333333335
2632,2019-08-03 12:04:25,1.157623250354135e+18,"('Delta', '5920532'),('KLM', '56377143')",['1.157623250354135e+18'],['1.157628298916225e+18'],[],"['1.157623250354135e+18', '1.157628298916225e+18']",['1.157628298916225e+18'],['2019-08-03 12:24:28'],2019-08-03 12:24:28,20.05
2635,2019-08-03 15:25:52,1.1576739493392384e+18,"('KLM', '56377143')",['1.1576739493392384e+18'],['1.1576753530679296e+18'],[],"['1.1576739493392384e+18', '1.1576753530679296e+18']",['1.1576753530679296e+18'],['2019-08-03 15:31:27'],2019-08-03 15:31:27,5.583333333333333
2640,2019-08-03 17:55:28,1.1577115978733527e+18,"('KLM', '56377143')",['1.1577115978733527e+18'],['1.157714393863467e+18'],[],"['1.1577115978733527e+18', '1.157714393863467e+18']",['1.157714393863467e+18'],['2019-08-03 18:06:35'],2019-08-03 18:06:35,11.116666666666667
2643,2019-08-04 03:46:15,1.1578602731658732e+18,"('KLM', '56377143'),('BonaireAirport', '725519350451568640')",['1.1578602731658732e+18'],['1.1578673728684892e+18'],[],"['1.1578602731658732e+18', '1.1578673728684892e+18']",['1.1578673728684892e+18'],['2019-08-04 04:14:28'],2019-08-04 04:14:28,28.216666666666665
2645,2019-08-04 05:36:59,1.157888139857465e+18,"('KLM', '56377143'),('KLM', '56377143')",['1.1578881398574653e+18'],['1.157891566025007e+18'],[],"['1.1578881398574653e+18', '1.157891566025007e+18']",['1.157891566025007e+18'],['2019-08-04 05:50:36'],2019-08-04 05:50:36,13.616666666666667
2652,2019-08-04 11:18:07,1.157973986980053e+18,"('KLM', '56377143')",['1.157973986980053e+18'],['1.157975739880366e+18'],[],"['1.157973986980053e+18', '1.157975739880366e+18']",['1.157975739880366e+18'],['2019-08-04 11:25:05'],2019-08-04 11:25:05,6.966666666666667
2653,2019-08-04 11:55:57,1.1579835080082268e+18,"('KLM', '56377143'),('AirportFRA', '727430192889774080'),('Schiphol', '8279892')",['1.1579835080082268e+18'],['1.1579850162799616e+18'],[],"['1.1579835080082268e+18', '1.1579850162799616e+18']",['1.1579850162799616e+18'],['2019-08-04 12:01:56'],2019-08-04 12:01:56,5.983333333333333
2654,2019-08-04 11:57:05,1.1579837960015667e+18,"('KLM', '56377143')",['1.1579837960015667e+18'],['1.1579850209901732e+18'],[],"['1.1579837960015667e+18', '1.1579850209901732e+18']",['1.1579850209901732e+18'],['2019-08-04 12:01:57'],2019-08-04 12:01:57,4.866666666666666
2656,2019-08-04 12:48:41,1.1579967796500685e+18,"('KLM', '56377143')",['1.1579967796500685e+18'],['1.1579996250198303e+18'],[],"['1.1579967796500685e+18', '1.1579996250198303e+18']",['1.1579996250198303e+18'],['2019-08-04 12:59:59'],2019-08-04 12:59:59,11.3
2660,2019-08-04 16:29:31,1.15805235641369e+18,"('KLM', '56377143')",['1.1580523564136899e+18'],['1.1580534371725312e+18'],[],"['1.1580523564136899e+18', '1.1580534371725312e+18']",['1.1580534371725312e+18'],['2019-08-04 16:33:49'],2019-08-04 16:33:49,4.3
2664,2019-08-04 18:54:59,1.1580889623025132e+18,"('KLM', '56377143'),('AirMalta', '145612989')",['1.1580889623025132e+18'],['1.158089961897386e+18'],[],"['1.1580889623025132e+18', '1.158089961897386e+18']",['1.158089961897386e+18'],['2019-08-04 18:58:57'],2019-08-04 18:58:57,3.9666666666666672
2665,2019-08-04 19:57:35,1.1581047178447217e+18,"('KLM', '56377143')",['1.1581047178447217e+18'],"['1.1581061675304428e+18', '1.1581062057699328e+18']",[],"['1.1581047178447217e+18', '1.1581061675304428e+18', '1.1581062057699328e+18']","['1.1581062057699328e+18', '1.1581061675304428e+18']","['2019-08-04 20:03:30', '2019-08-04 20:03:21']",2019-08-04 20:03:30,5.916666666666667
2666,2019-08-05 03:56:13,1.1582251685081006e+18,"('KLM', '56377143')",['1.1582251685081006e+18'],['1.158229121815761e+18'],[],"['1.1582251685081006e+18', '1.158229121815761e+18']",['1.158229121815761e+18'],['2019-08-05 04:11:56'],2019-08-05 04:11:56,15.716666666666669
2668,2019-08-05 07:53:48,1.1582849575354614e+18,"('KLM', '56377143')",['1.1582849575354614e+18'],['1.1582873476136673e+18'],[],"['1.1582849575354614e+18', '1.1582873476136673e+18']",['1.1582873476136673e+18'],['2019-08-05 08:03:18'],2019-08-05 08:03:18,9.5
2669,2019-08-05 07:59:08,1.1582863009040794e+18,"('KLM', '56377143')",['1.1582863009040794e+18'],['1.1582876747986862e+18'],[],"['1.1582863009040794e+18', '1.1582876747986862e+18']",['1.1582876747986862e+18'],['2019-08-05 08:04:36'],2019-08-05 08:04:36,5.466666666666667
